,LD1,LD2,class
54,-2.553396930075612,-0.4628236176892291,1
55,-2.419547683547991,-0.9572876616738991,1
56,-2.4471930892944176,0.7955357402963122,1
57,-0.2160281032990319,-1.5709651165099818,1
58,-1.7459127534924153,-0.8052674573004409,1
59,-1.9583899302506405,-0.35044010829793415,1
60,-1.1902386448213176,-2.615612921749759,1
61,-1.8614071764622342,0.32050145823959175,1
62,-1.1538657656185778,-2.6169343534183485,1
63,-2.6594260700012597,-0.6341215529934361,1
64,-0.3802407130860906,0.09211958157289582,1
65,-1.2028081516419993,0.09561054780155509,1
66,-2.7626698988313216,0.03156949453022519,1
67,-0.7622769226163597,-1.639175455674511,1
68,-3.509407352050443,-1.672483497670174,1
69,-1.0841021576226955,-1.6100397987200805,1
70,-3.7189518767497054,1.0350969746552814,1
71,-0.9993699979740447,-0.4790203641661821,1
72,-3.837094762036703,-1.3948829226502804,1
73,-2.2434433859925056,-1.4107935790078168,1
74,-1.2542842896626523,-0.5327653702972123,1
75,-1.4395223237831538,-0.12314653307064327,1
76,-2.459219484227991,-0.9196155103643746,1
77,-3.5247148132293376,0.16379274762433194,1
78,-2.589749812433151,-0.17075770963583523,1
79,0.3119732397334704,-1.2997844611753422,1
80,-1.1023222740153513,-1.7357722003637175,1
81,-0.5984432160458328,-1.9233479813768617,1
82,-0.8960588155614083,-0.8919251767339788,1
83,-4.495673790011733,-0.8792475358274382,1
84,-2.926523602247051,0.024997543847769994,1
85,-2.1011982124877275,1.187198278260723,1
86,-2.1436753211085136,0.09713697035757664,1
87,-2.48342911971875,-1.9219026580528253,1
88,-1.3179236713952878,-0.15753270903893943,1
89,-1.9552930695211006,-1.1451495328064591,1
90,-2.3890969698607805,-1.5823776044314393,1
91,-2.286144693819472,-0.3256257682339033,1
92,-1.2693401917431952,-1.2004209614935109,1
93,-0.2888885720244561,-1.7831502466997249,1
94,-2.0007796884436533,-0.8969707048604126,1
95,-1.1691058732148993,-0.527871873167979,1
96,-1.6092781958692102,-0.46274251845724446,1
97,-1.4181379930783822,-0.5393373209796675,1
98,0.4727100855744571,-0.7892475623691666,1
99,-1.5455714605540005,-0.5851889447596534,1
100,-7.856080834014079,2.1116190525003615,2
101,-5.515682500090528,-0.04401810578477816,2
102,-6.304993917018442,0.4621163768990115,2
103,-5.603558877206092,-0.342369874401211,2
104,-6.8634459737381555,0.8160256643219129,2
105,-7.424818048718599,-0.17262650099477914,2
106,-4.680864467394863,-0.507586940029811,2
107,-6.313748750366925,-0.9606828755888647,2
108,-6.331988863604783,-1.3771597536173055,2
109,-6.872871263091923,2.694581467935761,2
110,-4.45364293819005,1.3369397095003737,2
111,-5.461109501340333,-0.21035161219453524,2
112,-5.676798249148047,0.8243571677895745,2
113,-5.9740749391374965,-0.10462115271768134,2
114,-6.787820190762347,1.5744553009547173,2
115,-5.828712908057975,1.9894057564271381,2
116,-5.066423797608576,-0.027302138959223933,2
117,-6.608471691513943,1.7420040996073565,2
118,-9.188292650431425,-0.749098064979709,2
119,-4.7657313342086605,-2.144178844495436,2
120,-6.2930548725126405,1.6337369162190305,2
121,-5.373145773796999,0.6315308677625638,2
122,-7.5855748914047885,-0.9739078761857604,2
123,-4.38367512783319,-0.12213933086322334,2
124,-5.73135125105304,1.2814351505841355,2
125,-5.275831473529431,-0.038481496651495785,2
126,-4.092320603359267,0.18307047855508088,2
127,-4.083166869949053,0.5177020350472329,2
128,-6.5325743525945805,0.28724637613416126,2
129,-4.577647998456971,-0.844575269739725,2
130,-6.235006109816376,-0.7062181870797799,2
131,-5.218365816410677,1.466449167492085,2
132,-6.817959354815603,0.5678468363758665,2
133,-3.809720912233829,-0.9345189645144907,2
134,-5.090234533037602,-2.1177569826433986,2
135,-6.821190922710288,0.8569837909726645,2
136,-6.541932288365777,2.4185884147038728,2
137,-4.993563328883152,0.18488299123051935,2
138,-3.946599665908419,0.6074407389345672,2
139,-5.221590021258395,1.1361389278903338,2
140,-6.678586842834183,1.7853189994758714,2
141,-5.136877858454944,1.976413886059428,2
142,-5.515682500090528,-0.04401810578477816,2
143,-6.811969835717502,1.44440158242068,2
144,-6.872891259937126,2.4038369915509556,2
145,-5.674012938052462,1.6613461506174403,2
146,-5.197128826669286,-0.36550576091202114,2
147,-4.981711634805127,0.8129728192098703,2
148,-5.9014860263556255,2.320751337578062,2
149,-4.684008684861775,0.32508072590765613,2
